Breidamerkurjokull Four Position 1,000004062094490,2018-08-31 06:01:00,-16.33628287,64.09930405,192.24,,,15,10.1,2680922.68695,-785799.877693,5714732.10906,0.0356603091312,3.30188047511e-06,0.190597511822,
Breidamerkurjokull Four Position 1,000004062094490,2018-08-31 09:01:00,-16.33628253,64.09930413,192.25,,,14,10.5,2680922.68811,-785799.860756,5714732.12195,0.0213161557558,1.97371812554e-06,0.181905525521,
Breidamerkurjokull Four Position 1,000004062094490,2018-08-31 12:01:00,-16.33628268,64.0993041,192.27,,,16,10.3,2680922.69732,-785799.871078,5714732.13848,0.021556410781,1.9959639612e-06,0.175191787284,
Breidamerkurjokull Four Position 1,000004062094490,2018-08-31 15:01:00,-16.33628275,64.09930394,192.24,,,18,8.9,2680922.69919,-785799.875181,5714732.1037,0.0350687005493,3.24710190271e-06,0.202310573979,
Breidamerkurjokull Four Position 1,000004062094490,2018-08-31 18:01:00,-16.3362827,64.09930398,192.23,,,17,12.0,2680922.69183,-785799.870484,5714732.09665,0.0112173519833,1.03864370216e-06,0.203611358302,
Breidamerkurjokull Four Position 1,000004062094490,2018-08-31 21:01:00,-16.33628258,64.09930386,192.2,,,14,9.6,2680922.69245,-785799.864568,5714732.06382,0.0333646996408,3.08932404082e-06,0.231650601236,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-01 00:01:00,-16.33628269,64.09930399,192.22,,,14,9.4,2680922.68681,-785799.868506,5714732.08815,0.0252746040305,2.34024111394e-06,0.207876838884,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-01 03:01:00,-16.33628263,64.09930394,192.13,,,19,9.7,2680922.65472,-785799.856051,5714732.00475,0.0902198956302,8.35369403983e-06,0.270745569035,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-01 06:01:00,-16.33628281,64.09930383,192.18,,,15,9.8,2680922.6838,-785799.873719,5714732.04437,0.0522246368713,4.83561452512e-06,0.24416438251,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-01 09:01:00,-16.33628236,64.0993038,192.19,,,15,12.0,2680922.69705,-785799.854738,5714732.05191,0.0243439211124,2.25406676967e-06,0.244940341182,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-01 12:01:00,-16.33628254,64.09930377,192.16,,,19,12.2,2680922.68489,-785799.860321,5714732.02346,0.031435902804,2.91073174111e-06,0.263971976017,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-01 15:01:00,-16.33628274,64.09930379,192.16,,,18,11.5,2680922.68022,-785799.869115,5714732.02443,0.0100035379718,9.26253515907e-07,0.260718908682,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-01 18:01:00,-16.3362827,64.09930384,192.13,,,16,10.5,2680922.66339,-785799.862147,5714731.99988,0.0305757207667,2.83108525617e-06,0.277659966545,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-01 21:01:00,-16.33628296,64.09930383,192.14,,,15,8.5,2680922.66497,-785799.875823,5714732.00839,0.0161852057413,1.49863016123e-06,0.269746797408,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-02 00:01:00,-16.33628281,64.09930389,192.16,,,15,7.4,2680922.66964,-785799.869569,5714732.0293,0.0223211868339,2.0667765587e-06,0.252042884559,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-02 03:01:00,-16.33628288,64.0993038,192.13,,,18,7.4,2680922.66477,-785799.871697,5714731.99793,0.0318169589978,2.94601472202e-06,0.279589776759,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-02 06:01:00,-16.33628289,64.09930379,192.13,,,16,6.6,2680922.66559,-785799.872447,5714731.99745,0.00121679073451,1.12665808751e-07,0.28030610267,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-02 09:01:00,-16.33628283,64.09930372,192.12,,,15,8.0,2680922.66896,-785799.870386,5714731.98504,0.0130175859331,1.20533203084e-06,0.293169298047,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-02 12:01:00,-16.3362829,64.09930375,192.12,,,19,8.9,2680922.66511,-785799.872815,5714731.9865,0.00477861376378,4.42464237387e-07,0.290502486683,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-02 15:01:00,-16.33628288,64.09930368,192.11,,,17,9.3,2680922.66793,-785799.872625,5714731.9741,0.0127220129007,1.17796415747e-06,0.303166019873,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-02 18:01:00,-16.33628286,64.09930377,192.1,,,14,10.3,2680922.65535,-785799.867922,5714731.96949,0.0141992997225,1.31474997431e-06,0.304028780132,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-02 21:01:00,-16.33628292,64.09930367,192.1,,,14,8.3,2680922.66415,-785799.87355,5714731.96462,0.0115257038006,1.06719479635e-06,0.31105112455,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-03 00:01:00,-16.33628288,64.09930375,192.1,,,15,8.0,2680922.657,-785799.869422,5714731.96851,0.00912935070267,8.45310250248e-07,0.305371261258,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-03 03:01:00,-16.33628287,64.09930367,192.1,,,18,7.5,2680922.66484,-785799.871211,5714731.96462,0.00893189911035,8.27027695403e-07,0.311289889138,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-03 06:01:00,-16.33628299,64.09930364,192.09,,,15,8.1,2680922.66189,-785799.876443,5714731.95416,0.0120590735584,1.11658088504e-06,0.320410556887,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-03 09:01:00,-16.33628283,64.09930362,192.09,,,16,8.8,2680922.66601,-785799.869521,5714731.95319,0.00811387519458,7.51284740239e-07,0.322601240264,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-03 12:01:00,-16.33628291,64.09930366,192.08,,,19,7.7,2680922.65687,-785799.870907,5714731.94614,0.011623303326,1.07623178945e-06,0.326871755098,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-03 15:01:00,-16.33628288,64.09930362,192.07,,,21,9.5,2680922.65694,-785799.869403,5714731.93519,0.0110464924334,1.02282337346e-06,0.337510677014,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-03 18:01:00,-16.33628286,64.09930359,192.05,,,15,8.6,2680922.65172,-785799.866856,5714731.91574,0.0203011454391,1.8797356888e-06,0.355261508775,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-03 21:01:00,-16.336283,64.09930352,192.01,,,15,6.6,2680922.63976,-785799.870467,5714731.87635,0.0413218740096,3.82609944534e-06,0.391477201957,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-04 00:01:00,-16.33628293,64.09930358,192.06,,,15,7.5,2680922.65591,-785799.871642,5714731.92425,0.0505607702871,4.68155280436e-06,0.347830662663,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-04 03:01:00,-16.33628285,64.09930355,192.05,,,18,7.6,2680922.6557,-785799.867516,5714731.91379,0.0112428359582,1.04100332946e-06,0.358037868312,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-04 06:01:00,-16.33628293,64.09930353,192.03,,,16,6.8,2680922.64815,-785799.869367,5714731.89483,0.0204984684707,1.89800633988e-06,0.374887657939,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-04 09:01:00,-16.33628282,64.09930356,192.03,,,14,7.5,2680922.64677,-785799.863373,5714731.89629,0.00632084177243,5.85263127076e-07,0.373360298813,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-04 12:01:00,-16.33628286,64.09930348,192.01,,,18,8.3,2680922.64553,-785799.865044,5714731.8744,0.0219851097105,2.03565830653e-06,0.394544693486,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-04 15:01:00,-16.336283,64.09930355,192.01,,,22,8.1,2680922.63688,-785799.869621,5714731.87781,0.0103680930459,9.60008615359e-07,0.389572501537,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-04 18:01:00,-16.33628282,64.0993035,192.0,,,14,7.6,2680922.63997,-785799.86138,5714731.86638,0.0144257162601,1.33571446852e-06,0.401597686748,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-04 21:01:00,-16.33628287,64.09930337,191.99,,,15,8.1,2680922.6476,-785799.866158,5714731.85106,0.0177758753327,1.64591438266e-06,0.417839573931,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-05 00:01:00,-16.33628308,64.09930347,192.01,,,16,7.6,2680922.64348,-785799.87562,5714731.87392,0.0250824642464,2.32245039319e-06,0.394462882769,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-05 03:02:00,-16.33628228,64.09930363,191.98,,,20,7.5,2680922.62648,-785799.829989,5714731.85472,0.0523426743136,4.8197674322e-06,0.413547752667,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-05 06:01:00,-16.33628333,64.09930351,191.99,,,17,7.7,2680922.62782,-785799.883733,5714731.85787,0.0538530050052,5.01424627609e-06,0.407919372867,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-05 09:01:00,-16.33628277,64.09930345,191.99,,,14,7.7,2680922.64127,-785799.859222,5714731.85495,0.0281126591235,2.60302399292e-06,0.413167136326,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-05 12:01:00,-16.33628278,64.09930341,192.0,,,19,11.1,2680922.64918,-785799.862047,5714731.862,0.01096006327,1.01482067315e-06,0.407504122052,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-05 15:01:00,-16.33628286,64.09930339,191.96,,,21,10.5,2680922.63324,-785799.86144,5714731.82504,0.0402515489017,3.72699526868e-06,0.441420684335,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-05 18:01:00,-16.3362826,64.09930339,191.94,,,13,10.3,2680922.62842,-785799.846817,5714731.80705,0.0236794862366,2.19254502191e-06,0.459378810632,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-05 21:01:00,-16.33628279,64.09930348,191.93,,,15,8.6,2680922.61296,-785799.85194,5714731.80244,0.0169262047278,1.5672411785e-06,0.462057187255,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-06 00:01:00,-16.33628281,64.09930339,191.93,,,16,9.5,2680922.62135,-785799.855414,5714731.79806,0.0100806793242,9.33396233725e-07,0.467027920685,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-06 03:01:00,-16.33628281,64.09930334,191.92,,,19,7.8,2680922.62197,-785799.855596,5714731.78663,0.0114486124038,1.06005670405e-06,0.478441013377,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-06 06:01:00,-16.33628297,64.0993033,191.92,,,17,7.7,2680922.62362,-785799.864211,5714731.78468,0.00898603996646,8.32040737636e-07,0.480233093636,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-06 09:01:00,-16.33628277,64.09930334,191.92,,,15,8.2,2680922.62252,-785799.853724,5714731.78663,0.0107230926966,9.9287895339e-07,0.478586093129,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-06 12:01:00,-16.33628278,64.0993033,191.91,,,19,8.9,2680922.62204,-785799.854092,5714731.77568,0.0109600650891,1.01482084158e-06,0.489394060006,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-06 15:01:00,-16.33628271,64.09930329,191.9,,,19,9.7,2680922.61977,-785799.84987,5714731.7662,0.0106250878624,9.83804431704e-07,0.498818651639,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-06 18:01:00,-16.33628273,64.09930327,191.89,,,13,8.3,2680922.61723,-785799.850141,5714731.75623,0.0102918573949,9.52949758789e-07,0.508490426954,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-06 21:01:00,-16.33628271,64.09930328,191.89,,,16,7.5,2680922.61654,-785799.848923,5714731.75672,0.00148115653426,1.37144123542e-07,0.508013855704,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-07 00:01:00,-16.33628279,64.09930323,191.89,,,18,7.9,2680922.62025,-785799.854077,5714731.75428,0.0068034277028,6.29947009519e-07,0.510502309612,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-07 03:01:00,-16.33628279,64.09930324,191.89,,,17,8.1,2680922.61929,-785799.853795,5714731.75477,0.00111482155595,1.03224218144e-07,0.509943279592,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-07 06:01:00,-16.33628275,64.09930322,191.87,,,17,7.7,2680922.61338,-785799.85003,5714731.73581,0.0202181910822,1.87205472983e-06,0.528515088499,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-07 09:01:00,-16.33628268,64.0993032,191.87,,,17,7.8,2680922.61626,-785799.847319,5714731.73483,0.00407688598835,3.77489443366e-07,0.529857988117,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-07 12:01:00,-16.3362827,64.09930323,191.87,,,19,7.7,2680922.6131,-785799.847409,5714731.73629,0.00348374226647,3.22568728377e-07,0.528151745465,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-07 15:01:00,-16.33628263,64.09930317,191.86,,,19,7.6,2680922.61565,-785799.844597,5714731.72437,0.0125056585198,1.15793134443e-06,0.540373759093,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-07 18:01:00,-16.3362827,64.09930314,191.85,,,14,9.0,2680922.61338,-785799.84749,5714731.71392,0.0110831020203,1.02621315003e-06,0.550445497509,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-07 21:01:00,-16.33628267,64.09930318,191.84,,,17,8.0,2680922.60575,-785799.843729,5714731.70687,0.0110464927815,1.02282340569e-06,0.557183052743,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-08 00:01:00,-16.33628271,64.09930318,191.84,,,18,7.8,2680922.6052,-785799.845601,5714731.70687,0.00195037901979,1.8059064998e-07,0.557041371143,
